Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2017,2018,2019,2020,2021,2022,Estimates Start After
Senegal,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,22.463,22.552,24.192,26.564,25.744,25.66,2020
Senegal,General government net debt,Percent of GDP,,,,,,,,,
Senegal,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,61.139,61.523,63.575,69.166,75.721,75.265,2020
Serbia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",44.179,50.641,51.514,53.335,63.068,65.037,2020
Serbia,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2020. There is a discrepancy between annual / quarterly CPI growth rate due to RPI being replaced with CPI starting in 2007. Quarterly CPI for 2006 constructed based on monthly data. Harmonized prices: No. Since January 2007, before retail prices approximating CPI by applying CPI weights. Base year: 2006. For the period, 2010-2014 cost structure weights are taken from the comprehensive results of the survey  Structures of operational income and expenditures of legal entities and unincorporated enterprises . For the years 2015 and onwards weights have been updated with new results obtained through the ad hoc SBS survey. Primary domestic currency: Serbian dinar Data last updated: 03/2022",189.616,193.333,196.909,200.01,208.181,224.282,2020
Serbia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,41.452,41.5,42.025,40.983,43.261,41.374,2020
Serbia,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,40.082,40.688,42.029,48.225,46.572,44.223,2020
Serbia,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,56.513,52.336,48.846,54.116,52.891,52.331,2020
Serbia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,58.649,54.405,52.75,57.884,57.171,55.645,2020
Seychelles,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.573,1.629,1.683,1.202,1.464,1.75,2020
Seychelles,"Inflation, average consumer prices",Index,,"Source: National Statistics Office Latest actual data: 2020 Harmonized prices: No Base year: 2014. New weights , a new product basket, an expanded price collection were introduced based on 2018/2019 Household Budget Survey for the CPI starting in Jan.2021.The index reference period for the new CPI index series is therefore 2020=100. Starting with theindex for January 2021, only the new CPI index series will be calculated.To enable a long run CPI index series to be published. The new CPI index (2020=100) must belinked to the current CPI index series (2014=100), this requires the new index series to be rescaledto the level of the last monthly index of the current CPI index series i.e., December 2020. Startingwith the index for January 2021, this is achieved by multiplying each month's index of the newupdated CPI series by the December 2020 index of the current CPI index series 2014, then dividingby 100. The actual calculation of the  All items' index for January 2021 linked to the current CPIindex is given below by way of example.103.84 (All Items index Jan 2021) * 116.41(All items index Dec 2020)/100=120.88 Primary domestic currency: Seychelles rupee Data last updated: 04/2022",105.928,109.85,111.835,113.18,124.238,131.135,2020
Seychelles,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,34.808,35.133,35.69,35.662,33.839,34.396,2020
Seychelles,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,34.34,36.162,34.823,53.035,39.639,41.128,2020
Seychelles,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,46.307,43.039,43.02,80.515,62.08,68.941,2020
Seychelles,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,60.339,55.91,54.205,89.097,72.511,76.691,2020
Sierra Leone,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.713,4.085,4.074,4.059,4.239,4.268,2020
Sierra Leone,"Inflation, average consumer prices",Index,,Source: National Statistics Office. National CPI Latest actual data: 2021 Harmonized prices: No Base year: 2008. The authorities only recalculated the new CPI back to 2008. Data between 2007 and 2000 are IMF staff estimates. Primary domestic currency: Sierra Leonean leone Data last updated: 03/2022,202.502,234.968,269.751,306.024,342.358,401.655,2021
Sierra Leone,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,14.647,15.767,18.149,19.967,20.394,19.991,2020
Sierra Leone,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,23.429,21.357,21.274,25.726,27.309,23.89,2020
Sierra Leone,General government net debt,Percent of GDP,,,,,,,,,
Sierra Leone,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,69.155,69.089,72.45,76.331,76.19,75.011,2020
Singapore,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",343.187,376.987,375.484,345.286,396.992,424.431,2021
Singapore,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2019 Primary domestic currency: Singapore dollar Data last updated: 04/2022,99.004,99.438,100,99.818,102.119,105.685,2021
Singapore,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,18.882,17.569,17.873,17.852,18.546,17.817,2022
Singapore,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,13.573,13.885,14.018,23.711,18.735,16.43,2022
Singapore,General government net debt,Percent of GDP,,,,,,,,,
Singapore,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,107.739,109.448,128.202,152.001,132.807,130.856,2022
Slovak Republic,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",95.36,105.661,105.296,105.088,114.947,118.434,2020
Slovak Republic,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Eurostat & Haver Analytics Latest actual data: 2021 Harmonized prices: Yes. 2015=100 Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2022,100.917,103.463,106.324,108.462,111.528,120.951,2021
Slovak Republic,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,38.619,38.813,39.329,40.055,42.31,41.87,2020
Slovak Republic,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,39.601,39.824,40.661,45.552,48.779,47.236,2020
Slovak Republic,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,45.906,43.603,43.29,49.64,54.317,55.389,2020
Slovak Republic,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,51.6,49.629,48.142,59.742,60.433,61.405,2020
Slovenia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",48.572,54.188,54.185,53.547,61.567,63.647,2021
Slovenia,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. CPI has been the official measure of price inflation since Jan. 1, 1998, earlier it was the Retail Price Index (RPI). Latest actual data: 2021 Harmonized prices: No Base year: 2015 Primary domestic currency: Euro Data last updated: 04/2022",101.374,103.134,104.813,104.758,106.761,113.94,2021
Slovenia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,44.017,44.248,43.755,43.509,43.912,43.208,2021
Slovenia,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,44.07,43.504,43.333,51.322,49.111,48.036,2021
Slovenia,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,51.912,45.824,42.738,49.453,48.554,46.414,2021
Slovenia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,74.15,70.305,65.606,79.762,74.698,71.406,2021
Solomon Islands,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.484,1.575,1.57,1.546,1.611,1.669,2017
Solomon Islands,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2020 Harmonized prices: No Base year: 2017 Primary domestic currency: Solomon Islands dollar Data last updated: 03/2022",100,103.475,105.167,108.283,108.167,113.968,2020
Solomon Islands,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,39.233,40.395,32.778,33.224,30.689,28.081,2020
Solomon Islands,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,42.129,39.53,33.664,35.647,33.811,34.114,2020
Solomon Islands,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,-2.994,-3.537,-2.805,2.162,6.721,12.838,2020
Solomon Islands,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,8.386,8.3,8.197,13.119,16.473,22.49,2020
Somalia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.609,5.85,6.477,6.965,7.39,8.491,2020
Somalia,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2014 Primary domestic currency: US dollar Data last updated: 04/2022,104.93,109.407,114.348,119.27,124.78,136.509,2021
Somalia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,4.788,4.618,5.223,7.134,5.095,6.151,2020
Somalia,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,4.237,4.577,4.855,6.78,6.227,6.652,2020
Somalia,General government net debt,Percent of GDP,,,,,,,,,
Somalia,General government gross debt,Percent of GDP,,,,,,,,,
South Africa,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",381.317,404.673,387.849,335.344,418.02,426.166,2021
South Africa,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2021. CPI basket has been updated and rebased at Dec-2021=100 Primary domestic currency: South African rand Data last updated: 04/2022,82.933,86.758,90.333,93.292,97.532,103.123,2021
South Africa,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,25.844,26.447,26.789,25.128,26.746,27.543,2021
South Africa,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,29.86,30.184,31.506,34.863,33.156,33.323,2021
South Africa,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,43.778,46.64,50.778,62.582,63.342,66.935,2021
South Africa,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,48.588,51.59,56.303,69.427,69.125,70.212,2021
South Sudan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.495,4.659,5.319,6.71,5.167,5.73,2018
South Sudan,"Inflation, average consumer prices",Index,,Source: National Statistics Office. National Bureau of Statistics Latest actual data: 2019 Harmonized prices: No Base year: 2011. 06/01/2011 Primary domestic currency: South Sudanese pound Data last updated: 03/2022,"3,408.74","6,255.09","9,456.85","11,724.98","12,351.22","14,327.41",2019
South Sudan,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,36.272,31.891,36.469,26.49,42.071,45.301,2019
South Sudan,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,33.015,32.523,36.392,19.769,32.118,36.377,2019
South Sudan,General government net debt,Percent of GDP,,,,,,,,,
South Sudan,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,60.7,46.3,28.093,37.153,58.162,50.497,2019
Spain,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,312.08","1,421.64","1,393.20","1,280.46","1,426.22","1,435.56",2021
Spain,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2021 Primary domestic currency: Euro Data last updated: 03/2022,95.046,96.638,97.314,97,100,105.304,2021
Spain,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,38.174,39.204,39.238,41.48,43.056,42.341,2020
Spain,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,41.21,41.701,42.112,52.434,50.097,47.661,2020
Spain,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,85.066,83.673,82.251,103.033,102.967,101.648,2020
Spain,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,98.557,97.514,95.537,119.951,118.719,116.384,2020
Sri Lanka,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",87.428,87.954,83.991,80.677,82.472,81.934,2020
Sri Lanka,"Inflation, average consumer prices",Index,,Source: National Statistics Office. CPI Colombo Latest actual data: 2021 Harmonized prices: No Base year: 2013. The current base year is 2013. The previous base year was Jan.2006-Dec.2007=100. The authorities issue data from Jan 2008 onward for this base year. We use previous base year data (2002=100) and (1952=100) to calculate historical data prior 2008. Therefore the average from Jan.2006 to Dec.2007 may not equal to 100. Primary domestic currency: Sri Lankan rupee Data last updated: 03/2022,119.042,124.125,129.467,135.367,143.433,168.692,2021
Sri Lanka,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,13.802,13.522,12.648,9.172,8.943,10.762,2020
Sri Lanka,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,19.305,18.846,20.617,21.931,21.493,20.122,2020
Sri Lanka,General government net debt,Percent of GDP,,,,,,,,,
Sri Lanka,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,77.902,84.193,86.802,101.237,107.157,108.956,2020
St. Kitts and Nevis,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.061,1.079,1.165,0.981,0.95,1.114,2020
St. Kitts and Nevis,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2020 Notes: Data prior to 1990 cannot be confirmed by national sources at this time. Harmonized prices: No Base year: 2010. Period average and end of period CPIs do not equal 100 in the base year as the index for January is set as a base. Primary domestic currency: Eastern Caribbean dollar Data last updated: 03/2022,107.348,106.236,105.885,105.261,105.474,109.953,2020
St. Kitts and Nevis,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,27.476,36.926,35.63,31.599,42.282,35.499,2021
St. Kitts and Nevis,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,26.937,35.752,36.274,34.324,35.125,32.531,2021
St. Kitts and Nevis,General government net debt,Percent of GDP,,,,,,,,,
St. Kitts and Nevis,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,55.844,53.622,51.452,56.846,63.389,56.548,2021
St. Lucia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.997,2.065,2.119,1.617,1.776,2.082,2020
St. Lucia,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021. Latest data Dec 2021 Harmonized prices: No Base year: 2008. Base month is January 2008. Primary domestic currency: Eastern Caribbean dollar Data last updated: 03/2022,114.136,117.053,117.684,115.618,118.368,125.946,2021
St. Lucia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,20.898,22.011,21.449,21.107,22.233,21.041,2020
St. Lucia,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,23.109,23.045,24.784,31.89,29.381,25.543,2020
St. Lucia,General government net debt,Percent of GDP,,,,,,,,,
St. Lucia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,59.927,60.022,61.427,95.458,95.001,92.396,2020
St. Vincent and the Grenadines,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.848,0.884,0.91,0.872,0.873,0.953,2020
St. Vincent and the Grenadines,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2010. January 2010 = 100. Primary domestic currency: Eastern Caribbean dollar Data last updated: 03/2022,107.925,110.433,111.433,110.758,112.481,119.249,2021
St. Vincent and the Grenadines,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,27.828,26.64,27.501,28.432,31.461,29.551,2021
St. Vincent and the Grenadines,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,28.247,27.466,30.188,33.717,36.278,35.703,2021
St. Vincent and the Grenadines,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,65.592,65.862,66.928,76.5,86.738,85.472,2021
St. Vincent and the Grenadines,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,68.69,69.396,68.121,79.245,89.354,87.781,2021
Sudan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",48.906,33.432,33.564,34.381,35.151,31.46,2019
Sudan,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Central Bureau of Statistics. Latest actual data: 2019 Harmonized prices: No Base year: 2007 Primary domestic currency: Sudanese pound Data last updated: 03/2022,783.159,"1,278.84","1,930.97","5,083.45","23,337.70","80,548.45",2019
Sudan,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,6.743,8.914,7.845,4.823,9.361,9.751,2019
Sudan,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,12.806,16.84,18.664,10.755,9.643,12.46,2019
Sudan,General government net debt,Percent of GDP,,,,,,,,,
Sudan,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,149.539,186.741,200.349,270.371,184.343,284.1,2019
Suriname,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3.592,3.996,3.984,2.884,2.854,2.988,2020
Suriname,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2016. April--June Primary domestic currency: Surinamese dollar Data last updated: 03/2022,125.975,134.717,140.633,189.7,301.843,419.2,2021
Suriname,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,20.12,20.903,20.438,18.423,27.149,27.324,2021
Suriname,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,27.199,26.152,42.325,31.802,34.432,31.022,2021
Suriname,General government net debt,Percent of GDP,,,,,,,,,
Suriname,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,71.452,66.144,85.236,147.703,125.318,132.176,2021
Sweden,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",541.019,555.455,533.88,541.487,627.438,621.241,2021
Sweden,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Consumer Price Index (Shadow Index) Latest actual data: 2021 Harmonized prices: Yes. The annual HICP series is constructed from an average over the fourth quarter rather than the December print. It is calculated using a 3-month moving average of the year-on-year changes of HICP for the last 3 months of the year. Base year: 2015 Primary domestic currency: Swedish krona Data last updated: 03/2022,103.021,105.118,106.928,107.632,110.485,115.784,2021
Sweden,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,49.654,49.595,48.62,48.62,49.57,48.715,2020
Sweden,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,48.231,48.777,48.056,51.44,50.581,49.37,2020
Sweden,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,6.202,5.86,4.312,8.663,8.598,8.599,2020
Sweden,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,40.73,38.908,34.894,39.628,37.296,35.11,2020
Switzerland,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",704.71,736.025,732.472,751.743,812.552,841.969,2021
Switzerland,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2020. 12/01/2020 Primary domestic currency: Swiss franc Data last updated: 03/2022,99.861,100.794,101.158,100.422,101.007,103.535,2021
Switzerland,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,33.131,32.561,32.806,33.661,33.156,32.99,2019
Switzerland,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,32.015,31.289,31.484,36.481,35.091,33.936,2019
Switzerland,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,20.496,18.482,17.734,19.943,21.878,21.117,2019
Switzerland,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,41.208,39.237,39.796,42.383,42.225,41.464,2019
Syria,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,2010
Syria,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2011 Harmonized prices: No Base year: 2000 Primary domestic currency: Syrian pound Data last updated: n/a,n/a,n/a,n/a,n/a,n/a,n/a,2011
Syria,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,2009
Syria,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,2009
Syria,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,2009
Syria,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,2009
Taiwan Province of China,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",590.733,609.198,611.396,669.25,789.505,841.209,2021
Taiwan Province of China,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2021 Harmonized prices: No Base year: 2016 Primary domestic currency: New Taiwan dollar Data last updated: 03/2022,101.087,102.607,103.167,102.98,104.856,107.268,2021
Taiwan Province of China,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,15.31,15.503,15.505,15.335,15.635,15.935,2020
Taiwan Province of China,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,17.332,17.369,17.281,18.258,16.814,17.094,2020
Taiwan Province of China,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,32.631,32.032,30.843,30.715,26.584,24.477,2020
Taiwan Province of China,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,34.514,33.915,32.726,32.598,28.466,26.36,2020
Tajikistan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",7.535,7.762,8.301,8.134,8.474,7.82,2020
Tajikistan,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 1997. Core prices base year = 2005 Primary domestic currency: Tajik somoni Data last updated: 03/2022,"1,365.03","1,417.48","1,527.91","1,659.01","1,803.57","1,983.92",2021
Tajikistan,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,28.129,28.181,26.773,24.824,25.085,24.901,2020
Tajikistan,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,33.784,30.875,28.826,29.164,27.101,27.901,2020
Tajikistan,General government net debt,Percent of GDP,,,,,,,,,
Tajikistan,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,47.685,46.328,43.09,50.444,46.461,53.668,2020
Tanzania,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",53.227,56.699,60.81,64.403,70.281,77.506,2021
Tanzania,"Inflation, average consumer prices",Index,,"Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2000. The latest CPI weights are based on the 2011/12 household budget survey, and CPI data with those weights were released starting for December 2015. Primary domestic currency: Tanzanian shilling Data last updated: 03/2022",332.304,343.963,355.822,367.525,381.086,397.767,2021
Tanzania,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,15.415,14.674,14.643,14.569,14.621,15.424,2021
Tanzania,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,16.573,16.606,16.623,17.073,17.898,18.685,2021
Tanzania,General government net debt,Percent of GDP,,,,,,,,,
Tanzania,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,40.732,40.544,39.036,40.528,40.792,39.815,2021
Thailand,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",456.523,506.547,544.027,500.293,513.165,522.012,2020
Thailand,"Inflation, average consumer prices",Index,,Source: Ministry of Commerce Latest actual data: 2021 Harmonized prices: No Base year: 2019. Annual data were derived from monthly data received from the authorities Primary domestic currency: Thai baht Data last updated: 03/2022,98.25,99.297,99.998,99.151,100.372,103.896,2021
Thailand,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,21.097,21.416,21.005,20.652,20.295,20.124,2020
Thailand,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,21.522,21.352,21.82,25.365,28.141,26.183,2020
Thailand,General government net debt,Percent of GDP,,,,,,,,,
Thailand,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,41.778,41.941,41.058,49.752,58.04,62.682,2020
Timor-Leste,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.616,1.584,2.048,1.902,2.362,1.92,2019
Timor-Leste,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2020 Harmonized prices: No Base year: 2018. The CPI base year is August 2018. CPI weights are based on a 2011 Household Income and Expenditure Survey. Primary domestic currency: US dollar Data last updated: 03/2022,97.708,99.95,100.842,101.333,105.158,111.468,2020
Timor-Leste,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,52.48,57.599,42.901,47.817,39.712,51.005,2019
Timor-Leste,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,85.612,84.031,68.148,69.304,69.227,90.581,2019
Timor-Leste,General government net debt,Percent of GDP,,,,,,,,,
Timor-Leste,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,6.578,9.148,9.375,11.473,9.855,14.074,2019
Togo,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6.393,7.115,7.221,7.586,8.418,8.699,2020
Togo,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: Yes Base year: 2016 Primary domestic currency: CFA franc Data last updated: 03/2022,102.441,103.392,104.102,106.008,110.588,115.64,2021
Togo,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,16.043,17.993,17.655,16.238,16.262,18.755,2020
Togo,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,16.251,18.577,16.042,23.113,22.77,23.693,2020
Togo,General government net debt,Percent of GDP,,,,,,,,,
Togo,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,56.609,57.004,52.352,60.28,63.842,63.566,2020
Tonga,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.46,0.481,0.512,0.494,0.501,0.528,2020
Tonga,"Inflation, average consumer prices",Index,,"Source: Central Bank. National Reserve Bank of Tonga Latest actual data: FY2019/20 Notes: Prior to 1996, the data are in fiscal year (FY) reporting basis converted to calendar year by averaging two FYs (e.g. 1990 is the average of 1989/90 and 1990/91), and are further adjusted to produce a smooth series with the use of a splicing technique. These estimates continue to serve as proxies for historical series when complete information is unavailable. Harmonized prices: No Base year: FY2018/19. Base for CPI: September 2018=100 Primary domestic currency: Tongan pa'anga Data last updated: 03/2022",90.476,96.612,99.786,100.208,101.625,107.863,2020
Tonga,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,43.225,42.602,41.681,43.83,44.319,51.763,2020
Tonga,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,39.649,39.678,38.519,38.497,44.684,51.861,2020
Tonga,General government net debt,Percent of GDP,,,,,,,,,
Tonga,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,44.679,45.871,41.281,43.252,44.683,42.91,2020
Trinidad and Tobago,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",23.18,23.821,23.886,21.393,21.385,25.342,2020
Trinidad and Tobago,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2020 Harmonized prices: No Base year: 2012 Primary domestic currency: Trinidad and Tobago dollar Data last updated: 03/2022,122.192,123.437,124.672,125.419,126.803,132.685,2020
Trinidad and Tobago,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,21.201,24.529,26.954,22.767,25.01,26.261,2021
Trinidad and Tobago,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,32.017,30.473,30.628,34.341,35.135,31.424,2021
